variance;skewness;curtosis;entropy;class
-13.968;-96.698;94.652;-0.34872;1
-29.672;-132.869;134.727;-26.271;1
-11.005;-72.508;60.139;0.36895;1
0.22432;-0.52147;-0.40386;12.017;1
0.90407;33.708;-44.987;-36.965;1
-28.619;45.193;-0.58123;-42.629;1
-10.833;-0.31247;12.815;0.41291;1
-15.681;-72.446;65.537;-0.1276;1
-20.545;-108.679;94.926;-14.116;1
0.2346;-45.152;21.195;14.448;1
1.581;0.86909;-23.138;0.82412;1
15.514;38.013;-49.143;-37.483;1
-41.479;71.225;-0.083404;-64.172;1
-22.625;-0.099335;28.127;0.48662;1
-17.479;-5.823;58.699;1.212;1
-0.95923;-67.128;49.857;0.32886;1
13.451;0.23589;-18.785;13.258;1
22.279;40.951;-48.037;-21.112;1
12.572;48.731;-52.861;-58.741;1
-53.857;91.214;-0.41929;-59.181;1
-29.786;23.445;0.52667;-0.40173;1
-15.851;-21.562;17.082;0.9017;1
-0.21888;-22.038;-0.0954;0.56421;1
13.183;19.017;-33.111;0.065071;1
14.896;34.288;-40.309;-14.259;1
0.11592;32.219;-34.302;-28.457;1
-33.924;33.564;-0.72004;-35.233;1
-61.632;87.096;-0.21621;-36.345;1
-40.786;29.239;0.87026;-0.65389;1
-25.899;-0.3911;0.93452;0.42972;1
-10.116;-0.19038;-0.90597;0.003003;1
0.066129;24.914;-29.401;-0.62156;1
-0.24745;19.368;-24.697;-0.80518;1
-15.732;10.636;-0.71232;-0.8388;1
-21.668;15.933;0.045122;-1.678;1
-11.667;-14.237;29.241;0.66119;1
-28.391;-6.63;104.849;-0.42113;1
-45.046;-58.126;108.867;-0.52846;1
-2.41;37.433;-0.40215;-12.953;1
0.40614;13.492;-14.501;-0.55949;1
-13.887;-48.773;64.774;0.34179;1
-37.503;-134.586;175.932;-27.771;1
-35.637;-83.827;12.393;-12.823;1
-25.419;-0.65804;26.842;11.952;1
